Date,Price
10/10/2017,31531
10/11/2017,31525
10/12/2017,31759
10/13/2017,31843
10/14/2017,31868
10/15/2017,31625
10/16/2017,31563
10/17/2017,31203
10/18/2017,31341
10/19/2017,31578
10/20/2017,31739
10/21/2017,31697
10/22/2017,31926
10/23/2017,31917
10/24/2017,32499
10/25/2017,32248
10/26/2017,32261
10/27/2017,31985
10/28/2017,31809
10/29/2017,31566
10/30/2017,31442
10/31/2017,31452
11/1/2017,31696
11/2/2017,31554
11/3/2017,31630
11/4/2017,31569
11/5/2017,31760
11/6/2017,31831
11/7/2017,32131
11/8/2017,32405
11/9/2017,32465
11/10/2017,32607
11/11/2017,32734
11/12/2017,32867
11/13/2017,32611
11/14/2017,32576
11/15/2017,32685
11/16/2017,32884
11/17/2017,32984
11/18/2017,32961
11/19/2017,32939
11/20/2017,32976
11/21/2017,33838
11/22/2017,33960
11/23/2017,34214
11/24/2017,34300
11/25/2017,34135
11/26/2017,33931
11/27/2017,33947
11/28/2017,33348
11/29/2017,33779
11/30/2017,34077
12/1/2017,34023
12/2/2017,34370
12/3/2017,34535
12/4/2017,34533
12/5/2017,34765
12/6/2017,34612
12/7/2017,34812
12/8/2017,34792
12/9/2017,34738
12/10/2017,35039
12/11/2017,35117
12/12/2017,35033
12/13/2017,35143
12/14/2017,35030
12/15/2017,35036
12/16/2017,34850
12/17/2017,34815
12/18/2017,34788
12/19/2017,34737
12/20/2017,34714
12/21/2017,35134
12/22/2017,35705
12/23/2017,36711
12/24/2017,37182
12/25/2017,37899
12/26/2017,37311
12/27/2017,37558
12/28/2017,37812
12/29/2017,37268
12/30/2017,37688
12/31/2017,37487
1/1/2018,37484
1/2/2018,37640
1/3/2018,37598
1/4/2018,37779
1/5/2018,38357
1/6/2018,38415
1/7/2018,38644
1/8/2018,38772
1/9/2018,38426
1/10/2018,38300
1/11/2018,38708
1/12/2018,39314
1/13/2018,39337
1/14/2018,38504
1/15/2018,38551
1/16/2018,38459
1/17/2018,38248
1/18/2018,37965
1/19/2018,37747
1/20/2018,37517
1/21/2018,38161
1/22/2018,37995
1/23/2018,37837
1/24/2018,37672
1/25/2018,37669
1/26/2018,37905
1/27/2018,38091
1/28/2018,37571
1/29/2018,37773
1/30/2018,37706
1/31/2018,36873
2/1/2018,37377
2/2/2018,38012
2/3/2018,38002
2/4/2018,37978
2/5/2018,38242
2/6/2018,38384
2/7/2018,38120
2/8/2018,37839
2/9/2018,38250
2/10/2018,38067
2/11/2018,38248
2/12/2018,38216
2/13/2018,38121
2/14/2018,37969
2/15/2018,38025
2/16/2018,38124
2/17/2018,38452
2/18/2018,38362
2/19/2018,38280
2/20/2018,38103
2/21/2018,38110
2/22/2018,38369
2/23/2018,38842
2/24/2018,38652
2/25/2018,38734
2/26/2018,38458
2/27/2018,38239
2/28/2018,37595
3/1/2018,37705
3/2/2018,37688
3/3/2018,37740
3/4/2018,38107
3/5/2018,38269
3/6/2018,38002
3/7/2018,38228
3/8/2018,38206
3/9/2018,38155
3/10/2018,37971
3/11/2018,37927
3/12/2018,37782
3/13/2018,37775
3/14/2018,37578
3/15/2018,37780
3/16/2018,37961
3/17/2018,37915
3/18/2018,38267
3/19/2018,38188
3/20/2018,38095
3/21/2018,37748
3/22/2018,37638
3/23/2018,37604
3/24/2018,37693
3/25/2018,37559
3/26/2018,37776
3/27/2018,37873
3/28/2018,37961
3/29/2018,37932
3/30/2018,38110
3/31/2018,38002
4/1/2018,38231
4/2/2018,38624
4/3/2018,38767
4/4/2018,38978
4/5/2018,38823
4/6/2018,38999
4/7/2018,38938
4/8/2018,39220
4/9/2018,39925
4/10/2018,40448
4/11/2018,40635
4/12/2018,40078
4/13/2018,39806
4/14/2018,39849
4/15/2018,39541
4/16/2018,39443
4/17/2018,39598
4/18/2018,39676
4/19/2018,39920
4/20/2018,39927
4/21/2018,39892
4/22/2018,39893
4/23/2018,40255
4/24/2018,40322
4/25/2018,40557
4/26/2018,40200
4/27/2018,40321
4/28/2018,40897
4/29/2018,41012
4/30/2018,41099
5/1/2018,40633
5/2/2018,40056
5/3/2018,40213
5/4/2018,40287
5/5/2018,40563
5/6/2018,40607
5/7/2018,40353
5/8/2018,40427
5/9/2018,40580
5/10/2018,40879
5/11/2018,40686
5/12/2018,41311
5/13/2018,41463
5/14/2018,41886
5/15/2018,42511
5/16/2018,43456
5/17/2018,42675
5/18/2018,42349
5/19/2018,42193
5/20/2018,41763
5/21/2018,42017
5/22/2018,43100
5/23/2018,43235
5/24/2018,43874
5/25/2018,44098
5/26/2018,44308
5/27/2018,43694
5/28/2018,43334
5/29/2018,42217
5/30/2018,40382
5/31/2018,39548
6/1/2018,40279
6/2/2018,39764
6/3/2018,39889
6/4/2018,40419
6/5/2018,41317
6/6/2018,41873
6/7/2018,42713
6/8/2018,43631
6/9/2018,43590
6/10/2018,43883
6/11/2018,43225
6/12/2018,43578
6/13/2018,44298
6/14/2018,45043
6/15/2018,44944
6/16/2018,45279
6/17/2018,46270
6/18/2018,46696
6/19/2018,47203
6/20/2018,45855
6/21/2018,45724
6/22/2018,45383
6/23/2018,46189
6/24/2018,46475
6/25/2018,46550
6/26/2018,46353
6/27/2018,46188
6/28/2018,45439
6/29/2018,44647
6/30/2018,45251
7/1/2018,45762
7/2/2018,45539
7/3/2018,45387
7/4/2018,46147
7/5/2018,45820
7/6/2018,45785
7/7/2018,45635
7/8/2018,45983
7/9/2018,46631
7/10/2018,47352
7/11/2018,46652
7/12/2018,47036
7/13/2018,47129
7/14/2018,46417
7/15/2018,47057
7/16/2018,46953
7/17/2018,46393
7/18/2018,46647
7/19/2018,46474
7/20/2018,46858
7/21/2018,47018
7/22/2018,46796
7/23/2018,46203
7/24/2018,46781
7/25/2018,46346
7/26/2018,46110
7/27/2018,46595
7/28/2018,46629
7/29/2018,47405
7/30/2018,47325
7/31/2018,46999
8/1/2018,47534
8/2/2018,47320
8/3/2018,47328
8/4/2018,47907
8/5/2018,47912
8/6/2018,48186
8/7/2018,48105
8/8/2018,47952
8/9/2018,48363
8/10/2018,48194
8/11/2018,48861
8/12/2018,48400
8/13/2018,48437
8/14/2018,48336
8/15/2018,48247
8/16/2018,48796
8/17/2018,49160
8/18/2018,48896
8/19/2018,48883
8/20/2018,49180
8/21/2018,49277
8/22/2018,49182
8/23/2018,48811
8/24/2018,49001
8/25/2018,49067
8/26/2018,49559
8/27/2018,50115
8/28/2018,50762
8/29/2018,51120
8/30/2018,52227
8/31/2018,52731
9/1/2018,53207
9/2/2018,52986
9/3/2018,53582
9/4/2018,53927
9/5/2018,54784
9/6/2018,55597
9/7/2018,56117
9/8/2018,55018
9/9/2018,55243
9/10/2018,52144
9/11/2018,52505
9/12/2018,53148
9/13/2018,52451
9/14/2018,53435
9/15/2018,53738
9/16/2018,52824
9/17/2018,52302
9/18/2018,52045
9/19/2018,51385
9/20/2018,50936
9/21/2018,51619
9/22/2018,50507
9/23/2018,51050
9/24/2018,51099
9/25/2018,51017
9/26/2018,50577
9/27/2018,50768
9/28/2018,50728
9/29/2018,51149
9/30/2018,51433
10/1/2018,51486
10/2/2018,51832
10/3/2018,51393
10/4/2018,51759
10/5/2018,51818
10/6/2018,51876
10/7/2018,51498
10/8/2018,51764
10/9/2018,50512
10/10/2018,50454
10/11/2018,49576
10/12/2018,49959
10/13/2018,49539
10/14/2018,49928
10/15/2018,50607
10/16/2018,50232
10/17/2018,50345
10/18/2018,50809
10/19/2018,50617
10/20/2018,50133
10/21/2018,50239
10/22/2018,50872
10/23/2018,51166
10/24/2018,50306
10/25/2018,50614
10/26/2018,50775
10/27/2018,50605
10/28/2018,50751
10/29/2018,50937
10/30/2018,51313
10/31/2018,50741
11/1/2018,50820
11/2/2018,50953
11/3/2018,50984
11/4/2018,50483
11/5/2018,50276
11/6/2018,50641
11/7/2018,51032
11/8/2018,51509
11/9/2018,50829
11/10/2018,51901
11/11/2018,52190
11/12/2018,49795
11/13/2018,50561
11/14/2018,50230
11/15/2018,50652
11/16/2018,50956
11/17/2018,50945
11/18/2018,50870
11/19/2018,50806
11/20/2018,50377
11/21/2018,50063
11/22/2018,50279
11/23/2018,49555
11/24/2018,48683
11/25/2018,48568
11/26/2018,48597
11/27/2018,48189
11/28/2018,47898
11/29/2018,48641
11/30/2018,48959
12/1/2018,49061
12/2/2018,49322
12/3/2018,49923
12/4/2018,50049
12/5/2018,49256
12/6/2018,49081
12/7/2018,49306
12/8/2018,48916
12/9/2018,49416
12/10/2018,49544
12/11/2018,50263
12/12/2018,50100
12/13/2018,50146
12/14/2018,49768
12/15/2018,49909
12/16/2018,49787
12/17/2018,49761
12/18/2018,49722
12/19/2018,49881
12/20/2018,50081
12/21/2018,50081
12/22/2018,51349
12/23/2018,51456
12/24/2018,50545
12/25/2018,50918
12/26/2018,49035
12/27/2018,49386
12/28/2018,49098
12/29/2018,49354
12/30/2018,49238
12/31/2018,48745
1/1/2019,48918
1/2/2019,49011
1/3/2019,49528
1/4/2019,49418
1/5/2019,49131
1/6/2019,49144
1/7/2019,48879
1/8/2019,48672
1/9/2019,49111
1/10/2019,48424
1/11/2019,47752
1/12/2019,47703
1/13/2019,46695
1/14/2019,46978
1/15/2019,47726
1/16/2019,47818
1/17/2019,47863
1/18/2019,47377
1/19/2019,47169
1/20/2019,47118
1/21/2019,46777
1/22/2019,46134
1/23/2019,46046
1/24/2019,46095
1/25/2019,46782
1/26/2019,46632
1/27/2019,46369
1/28/2019,46085
1/29/2019,45569
1/30/2019,45021
1/31/2019,45224
2/1/2019,44721
2/2/2019,44581
2/3/2019,44442
2/4/2019,44233
2/5/2019,44844
2/6/2019,44774
2/7/2019,44876
2/8/2019,44737
2/9/2019,44906
2/10/2019,44820
2/11/2019,44848
2/12/2019,44942
2/13/2019,45008
2/14/2019,44885
2/15/2019,44636
2/16/2019,44841
2/17/2019,44726
2/18/2019,44629
2/19/2019,43754
2/20/2019,43941
2/21/2019,44418
2/22/2019,44957
2/23/2019,44985
2/24/2019,45685
2/25/2019,46128
2/26/2019,46576
2/27/2019,46344
2/28/2019,46188
3/1/2019,46674
3/2/2019,46317
3/3/2019,46881
3/4/2019,47022
3/5/2019,47084
3/6/2019,47498
3/7/2019,47892
3/8/2019,47426
3/9/2019,47169
3/10/2019,47117
3/11/2019,46960
3/12/2019,46697
3/13/2019,46400
3/14/2019,46431
3/15/2019,46963
3/16/2019,46782
3/17/2019,46591
3/18/2019,47536
3/19/2019,47719
3/20/2019,47925
3/21/2019,47625
3/22/2019,47491
3/23/2019,47452
3/24/2019,47682
3/25/2019,48437
3/26/2019,48288
3/27/2019,48660
3/28/2019,48519
3/29/2019,48368
3/30/2019,48514
3/31/2019,48780
4/1/2019,48728
4/2/2019,48561
4/3/2019,48543
4/4/2019,48807
4/5/2019,48935
4/6/2019,49108
4/7/2019,48293
4/8/2019,48650
4/9/2019,48911
4/10/2019,48908
4/11/2019,48904
4/12/2019,48975
4/13/2019,48717
4/14/2019,48318
4/15/2019,48230
4/16/2019,48279
4/17/2019,46781
4/18/2019,46592
4/19/2019,46904
4/20/2019,46838
4/21/2019,46921
4/22/2019,46701
4/23/2019,46757
4/24/2019,46821
4/25/2019,46438
4/26/2019,46817
4/27/2019,46985
4/28/2019,47286
4/29/2019,47567
4/30/2019,47694
5/1/2019,47887
5/2/2019,47735
5/3/2019,47898
5/4/2019,47768
5/5/2019,47887
5/6/2019,48265
5/7/2019,48358
5/8/2019,48040
5/9/2019,48069
5/10/2019,47861
5/11/2019,47584
5/12/2019,47624
5/13/2019,47521
5/14/2019,47455
5/15/2019,47551
5/16/2019,47535
5/17/2019,48210
5/18/2019,47901
5/19/2019,47937
5/20/2019,47854
5/21/2019,47872
5/22/2019,47959
5/23/2019,46682
5/24/2019,45949
5/25/2019,45936
5/26/2019,46351
5/27/2019,46335
5/28/2019,46886
5/29/2019,47138
5/30/2019,47206
5/31/2019,47069
6/1/2019,47119
6/2/2019,47110
6/3/2019,47511
6/4/2019,47532
6/5/2019,47108
6/6/2019,47163
6/7/2019,47416
6/8/2019,47049
6/9/2019,47060
6/10/2019,47093
6/11/2019,47048
6/12/2019,47342
6/13/2019,47450
6/14/2019,46989
6/15/2019,47072
6/16/2019,47021
6/17/2019,46858
6/18/2019,46946
6/19/2019,47267
6/20/2019,46949
6/21/2019,46120
6/22/2019,46025
6/23/2019,46297
6/24/2019,46641
6/25/2019,46682
6/26/2019,46083
6/27/2019,45995
6/28/2019,46064
6/29/2019,45819
6/30/2019,45550
7/1/2019,46221
7/2/2019,46315
7/3/2019,46618
7/4/2019,46459
7/5/2019,46781
7/6/2019,46737
7/7/2019,46922
7/8/2019,46941
7/9/2019,47097
7/10/2019,47753
7/11/2019,47748
7/12/2019,47106
7/13/2019,47186
7/14/2019,47196
7/15/2019,47380
7/16/2019,47314
7/17/2019,47668
7/18/2019,48030
7/19/2019,47680
7/20/2019,47804
7/21/2019,47777
7/22/2019,47502
7/23/2019,47692
7/24/2019,47683
7/25/2019,46961
7/26/2019,47559
7/27/2019,47959
7/28/2019,48025
7/29/2019,48263
7/30/2019,48857
7/31/2019,49208
8/1/2019,49277
8/2/2019,49269
8/3/2019,49038
8/4/2019,49262
8/5/2019,49047
8/6/2019,48829
8/7/2019,47963
8/8/2019,47460
8/9/2019,47469
8/10/2019,47444
8/11/2019,47610
8/12/2019,47613
8/13/2019,47439
8/14/2019,47525
8/15/2019,47307
8/16/2019,47425
8/17/2019,47787
8/18/2019,47922
8/19/2019,47900
8/20/2019,47802
8/21/2019,47993
8/22/2019,48106
8/23/2019,47895
8/24/2019,47900
8/25/2019,48407
8/26/2019,48467
8/27/2019,48130
8/28/2019,47933
8/29/2019,48026
8/30/2019,48012
8/31/2019,47982
9/1/2019,47933
9/2/2019,47888
9/3/2019,47673
9/4/2019,47746
9/5/2019,47994
9/6/2019,47473
9/7/2019,47763
9/8/2019,48051
9/9/2019,47499
9/10/2019,47481
9/11/2019,47471
9/12/2019,47694
9/13/2019,47802
9/14/2019,47759
9/15/2019,47803
9/16/2019,47908
9/17/2019,47926
9/18/2019,48368
9/19/2019,48372
9/20/2019,48243
9/21/2019,48537
9/22/2019,48836
9/23/2019,47974
9/24/2019,47652
9/25/2019,47840
9/26/2019,47966
9/27/2019,48049
9/28/2019,47884
9/29/2019,47890
9/30/2019,48168
10/1/2019,48345
10/2/2019,48575
10/3/2019,48867
10/4/2019,49015
10/5/2019,49827
10/6/2019,49332
10/7/2019,49546
10/8/2019,50277
10/9/2019,50034
10/10/2019,49998
10/11/2019,50186
10/12/2019,50226
10/13/2019,51403
10/14/2019,50039
10/15/2019,50530
10/16/2019,51565
10/17/2019,51133
10/18/2019,51569
10/19/2019,52274
10/20/2019,53461
10/21/2019,54146
10/22/2019,52724
10/23/2019,53183
10/24/2019,52828
10/25/2019,52238
10/26/2019,51522
10/27/2019,51105
10/28/2019,51597
10/29/2019,51383
10/30/2019,51546
10/31/2019,51219
11/1/2019,51580
11/2/2019,51841
11/3/2019,51687
11/4/2019,51442
11/5/2019,50730
11/6/2019,51042
11/7/2019,51633
11/8/2019,51264
11/9/2019,51229
11/10/2019,51240
11/11/2019,51433
11/12/2019,51681
11/13/2019,51854
11/14/2019,51985
11/15/2019,52656
11/16/2019,52871
11/17/2019,52793
11/18/2019,53104
11/19/2019,52603
11/20/2019,52499
11/21/2019,52356
11/22/2019,52250
11/23/2019,51462
11/24/2019,51655
11/25/2019,51357
11/26/2019,51450
11/27/2019,51809
11/28/2019,50831
11/29/2019,51022
11/30/2019,50836
12/1/2019,51653
12/2/2019,51381
12/3/2019,51026
12/4/2019,50662
12/5/2019,50862
12/6/2019,50249
12/7/2019,49944
12/8/2019,50291
12/9/2019,50237
12/10/2019,50235
12/11/2019,50579
12/12/2019,50842
12/13/2019,50934
12/14/2019,51146
12/15/2019,50815
12/16/2019,50858
12/17/2019,50961
12/18/2019,50908
12/19/2019,50924
12/20/2019,50504
12/21/2019,51078
12/22/2019,51287
12/23/2019,50871
12/24/2019,50929
12/25/2019,51036
12/26/2019,50971
12/27/2019,51650
12/28/2019,50682
12/29/2019,50251
12/30/2019,50433
12/31/2019,50945
1/1/2020,50824
1/2/2020,50748
1/3/2020,50775
1/4/2020,50898
1/5/2020,50608
1/6/2020,50614
1/7/2020,50681
1/8/2020,50824
1/9/2020,50836
1/10/2020,50719
1/11/2020,51961
1/12/2020,51808
1/13/2020,51370
1/14/2020,50581
1/15/2020,50691
1/16/2020,50840
1/17/2020,50745
1/18/2020,50547
1/19/2020,50880
1/20/2020,50340
1/21/2020,50185
1/22/2020,50434
1/23/2020,50403
1/24/2020,50309
1/25/2020,50427
1/26/2020,50720
1/27/2020,50567
1/28/2020,50612
1/29/2020,50722
1/30/2020,51274
1/31/2020,51365
2/1/2020,51260
2/2/2020,51274
2/3/2020,51225
2/4/2020,51802
2/5/2020,51820
